NF;Data_Pedido;Data_Entrega_Prevista;Data_Entrega_Real;Prazo_contratado;Qtd_Pedida;Qtd_Entregue;Falha_de_entrega;Valor_do_pedido;Custo_Frete_KM;primeiro_sucesso_entrega;seguN_sucesso_entrega;Tentativas_de_entrega;Motivo_Devolucao;Ocorrencia;Produto_controlado;ID_Driver;Modelo;Modal;Eixos;Cubagem_(m3);Capacidade_(ton);Frete;Pedagio_(R$/km);TDE_(Taxa_de_Descarga);TAC_(Carga_Perigosa)_(Frete*dec);GRIS_(Gerenciamento_de_Risco:_Valor_da_carga*dec);Hora_Parada;Ad_Valorem_(valor_da_carga*dec);Coleta/Entrega_Urbana;Transportadora;Origem-Cidade;Origem-UF;Destino-Cidade;Destino-UF;KM;TEMPO_DE_IDA_(h);TEMPO_DE_VOLTA_(h);TEMPO_NO_CD_(h)
3512;22/01/2024;24/01/2024;24/01/2024;2;5;5;0;479191;1505;Y;N;0;;N;N;DR45306;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Cuiaba;MT;602;9.8;8.9;6.1
9966;18/01/2024;25/01/2024;27/01/2024;7;10;3;7;3741456;4816;N;Y;1;Pedido incorreto;Y;N;DR45299;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Joinville;SC;602;9.8;8.9;6.1
3827;08/01/2024;11/01/2024;13/01/2024;3;7;6;1;4855558;3612;N;Y;2;Pedido incorreto;Y;Y;DR45316;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Cuiaba;MT;602;9.8;8.9;6.1
9781;31/01/2024;04/02/2024;04/02/2024;4;10;10;0;439973;3010;Y;N;0;;N;Y;DR45311;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Sao Luis;MA;602;9.8;8.9;6.1
4252;18/01/2024;23/01/2024;24/01/2024;5;6;1;5;265667;2588,6;N;Y;1;Endereco errado;Y;Y;DR45315;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Rio de Janeiro;RJ;602;9.8;8.9;6.1
1964;08/01/2024;10/01/2024;11/01/2024;2;2;2;0;447448;1505;N;Y;1;;N;Y;DR45301;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Porto Alegre;RS;602;9.8;8.9;6.1
3365;12/01/2024;19/01/2024;21/01/2024;7;2;2;0;3699984;4816;N;Y;1;;N;N;DR45298;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Florianopolis;SC;602;9.8;8.9;6.1
8390;14/01/2024;16/01/2024;16/01/2024;2;9;9;0;3225216;10788;Y;N;0;;N;N;DR45295;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Uberlandia;MG;1798;22.6;22.8;7.6
2651;17/01/2024;23/01/2024;23/01/2024;6;3;3;0;922537;3010;Y;N;0;;N;Y;DR45309;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Belem;PA;602;9.8;8.9;6.1
3790;16/01/2024;22/01/2024;22/01/2024;6;6;6;0;952536;2588,6;Y;N;0;;N;Y;DR45322;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Brasilia;DF;602;9.8;8.9;6.1
8016;31/01/2024;06/02/2024;06/02/2024;6;9;9;0;539685;7457,5;Y;N;0;;N;Y;DR45294;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Cargas Bahia;Salvador;BA;Goiania;GO;2983;39.7;39.4;2.3
8949;19/01/2024;26/01/2024;26/01/2024;7;9;2;7;4654220;4816;N;Y;2;Endereco errado;Y;N;DR45300;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Pelotas;RS;602;9.8;8.9;6.1
2802;04/01/2024;10/01/2024;10/01/2024;6;8;2;6;4870008;3612;N;Y;1;Cliente ausente;Y;N;DR45314;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Aracaju;SE;602;9.8;8.9;6.1
1989;12/01/2024;17/01/2024;18/01/2024;5;6;9;3;444238;8990;N;Y;1;Cliente ausente;Y;Y;DR45321;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;RodaFirme Transportes;Manaus;AM;Florianopolis;SC;1798;22.6;22.8;7.6
5482;15/01/2024;21/01/2024;21/01/2024;6;3;3;0;887384;2588,6;Y;N;0;;N;Y;DR45317;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Ponta Grossa;PR;602;9.8;8.9;6.1
4850;19/01/2024;23/01/2024;26/01/2024;4;1;6;5;695515;1505;N;Y;1;Pedido incorreto;Y;Y;DR45303;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Teresina;PI;602;9.8;8.9;6.1
3501;26/01/2024;30/01/2024;02/02/2024;4;10;9;1;2986715;4816;N;Y;1;Pedido incorreto;Y;Y;DR45320;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP; Sao Paulo;SP;602;9.8;8.9;6.1
1769;30/01/2024;05/02/2024;05/02/2024;6;5;1;4;4862593;10788;N;Y;1;Cliente ausente;Y;N;DR90584;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Ribeirao Preto;SP;1798;22.6;22.8;7.6
6508;25/01/2024;27/01/2024;27/01/2024;2;4;10;6;689694;3010;N;Y;1;Cliente ausente;Y;N;DR90596;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Fortaleza;CE;602;9.8;8.9;6.1
3591;31/01/2024;05/02/2024;05/02/2024;5;1;1;0;940998;2588,6;Y;N;0;;N;Y;DR90624;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Belo Horizonte;MG;602;9.8;8.9;6.1
9004;17/01/2024;24/01/2024;29/01/2024;7;9;7;2;902300;1505;N;Y;1;Endereco errado;Y;Y;DR90638;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Maceio;AL;602;9.8;8.9;6.1
2208;20/01/2024;22/01/2024;22/01/2024;2;4;6;2;2306719;4816;N;Y;1;Cliente ausente;Y;Y;DR90630;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Porto Alegre;RS;602;9.8;8.9;6.1
7126;03/01/2024;10/01/2024;10/01/2024;7;3;1;2;2154866;10788;N;Y;1;Cliente ausente;Y;N;DR90602;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Fortaleza;CE;1798;22.6;22.8;7.6
9739;17/01/2024;20/01/2024;20/01/2024;3;10;5;5;900123;3010;N;Y;1;Cliente ausente;Y;N;DR90636;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Sorocaba;SP;602;9.8;8.9;6.1
2370;09/01/2024;15/01/2024;15/01/2024;6;8;3;5;632126;7731,4;N;Y;1;Cliente ausente;Y;Y;DR90610;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;RodaFirme Transportes;Manaus;AM;Piracicaba;SP;1798;22.6;22.8;7.6
7196;17/01/2024;19/01/2024;19/01/2024;2;5;1;4;958882;1505;N;Y;2;Cliente ausente;Y;Y;DR90604;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Sorocaba;SP;602;9.8;8.9;6.1
9167;31/01/2024;02/02/2024;07/02/2024;2;9;10;1;2336807;4816;N;Y;1;Pedido incorreto;Y;Y;DR90608;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Uberlandia;MG;602;9.8;8.9;6.1
9282;09/01/2024;16/01/2024;16/01/2024;7;3;1;2;3736325;3612;N;Y;1;Cliente ausente;Y;Y;DR90594;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Joinville;SC;602;9.8;8.9;6.1
6369;25/01/2024;27/01/2024;28/01/2024;2;9;7;2;950580;3010;N;Y;1;Endereco errado;Y;N;DR90628;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Bauru;SP;602;9.8;8.9;6.1
7377;26/01/2024;01/02/2024;01/02/2024;6;9;6;3;269232;12826,9;N;Y;1;Cliente ausente;Y;N;DR90618;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Cargas Bahia;Salvador;BA;Goiania;GO;2983;39.7;39.4;2.3
7227;31/01/2024;02/02/2024;02/02/2024;2;8;1;7;398596;1505;N;Y;1;Cliente ausente;Y;Y;DR90626;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Rio de Janeiro;RJ;602;9.8;8.9;6.1
1681;31/01/2024;07/02/2024;08/02/2024;7;4;5;1;3708388;14384;N;Y;1;Endereco errado;Y;Y;DR90598;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;RodaFirme Transportes;Manaus;AM;Recife;PE;1798;22.6;22.8;7.6
5201;11/01/2024;16/01/2024;17/01/2024;5;9;3;6;3588850;3612;N;Y;1;Produto danificado;Y;Y;DR90592;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Santos;SP;602;9.8;8.9;6.1
1602;04/01/2024;10/01/2024;10/01/2024;6;10;2;8;678735;14915;N;Y;1;Pedido incorreto;Y;N;DR90586;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Cargas Bahia;Salvador;BA;Belem;PA;2983;39.7;39.4;2.3
8414;25/01/2024;27/01/2024;29/01/2024;2;10;9;1;771105;7731,4;N;Y;1;Produto danificado;Y;N;DR90614;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;RodaFirme Transportes;Manaus;AM;Sao Luis;MA;1798;22.6;22.8;7.6
8614;25/01/2024;29/01/2024;30/01/2024;4;6;3;3;578560;4495;N;Y;1;Produto danificado;Y;Y;DR90640;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;RodaFirme Transportes;Manaus;AM;Campo Grande;MS;1798;22.6;22.8;7.6
8685;13/01/2024;20/01/2024;25/01/2024;7;5;6;1;4654476;4816;N;Y;1;Endereco errado;Y;Y;DR90584;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Campinas;SP; Marilia;SP;602;9.8;8.9;6.1
5694;06/01/2024;09/01/2024;10/01/2024;3;3;9;6;4805949;3612;N;Y;1;Pedido incorreto;Y;Y;DR90596;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Campinas;SP;Juiz de Fora;MG;602;9.8;8.9;6.1
9772;30/01/2024;03/02/2024;03/02/2024;4;6;2;4;460099;3010;N;Y;1;Pedido incorreto;Y;Y;DR45312;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Brasilia;DF;602;9.8;8.9;6.1
3951;23/01/2024;29/01/2024;29/01/2024;6;4;9;5;300883;2588,6;N;Y;1;Pedido incorreto;Y;N;DR45297;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Porto Alegre;RS;602;9.8;8.9;6.1
6601;18/01/2024;24/01/2024;26/01/2024;6;5;3;2;799216;4495;N;Y;1;Endereco errado;Y;N;DR45305;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;RodaFirme Transportes;Manaus;AM;Belo Horizonte;MG;1798;22.6;22.8;7.6
8441;11/01/2024;18/01/2024;18/01/2024;7;1;6;5;2592996;23864;N;Y;1;Pedido incorreto;Y;Y;DR45308;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Cargas Bahia;Salvador;BA;Campo Grande;MS;2983;39.7;39.4;2.3
8102;22/01/2024;27/01/2024;27/01/2024;5;6;9;3;3589427;3612;N;Y;2;Pedido incorreto;Y;Y;DR45319;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Belo Horizonte;MG;602;9.8;8.9;6.1
7504;08/01/2024;11/01/2024;11/01/2024;3;7;4;3;392174;3010;N;Y;1;Pedido incorreto;Y;Y;DR45323;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Bauru;SP;602;9.8;8.9;6.1
2607;31/01/2024;07/02/2024;07/02/2024;7;2;8;6;679790;2588,6;N;Y;1;Pedido incorreto;Y;N;DR45318;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Cascavel;PR;602;9.8;8.9;6.1
3386;12/01/2024;17/01/2024;20/01/2024;5;7;1;6;282759;1505;N;Y;1;Pedido incorreto;Y;N;DR45324;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Rio de Janeiro;RJ;602;9.8;8.9;6.1
8953;05/01/2024;07/01/2024;09/01/2024;2;10;1;9;3660370;4816;N;Y;1;Cliente ausente;Y;Y;DR45310;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Rio de Janeiro;RJ;602;9.8;8.9;6.1
6952;15/01/2024;22/01/2024;22/01/2024;7;9;10;1;3770785;10788;N;Y;1;Pedido incorreto;Y;Y;DR45313;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Londrina;PR;1798;22.6;22.8;7.6
1449;17/01/2024;20/01/2024;21/01/2024;3;4;1;3;741752;3010;N;Y;1;Pedido incorreto;Y;N;DR45296;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Pelotas;RS;602;9.8;8.9;6.1
9128;03/01/2024;05/01/2024;05/01/2024;2;10;7;3;569351;2588,6;N;Y;1;Pedido incorreto;Y;N;DR45302;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Bauru;SP;602;9.8;8.9;6.1
6050;11/01/2024;15/01/2024;15/01/2024;4;9;6;3;836537;1505;N;Y;1;Pedido incorreto;Y;Y;DR45304;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
9720;02/01/2024;06/01/2024;06/01/2024;4;1;1;0;3232122;14384;Y;N;0;;N;Y;DR45306;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;RodaFirme Transportes;Manaus;AM;Bauru;SP;1798;22.6;22.8;7.6
7493;17/01/2024;22/01/2024;23/01/2024;5;5;5;0;4246274;3612;N;Y;1;;N;Y;DR45299;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Ribeirao Preto;SP;602;9.8;8.9;6.1
5845;12/01/2024;17/01/2024;17/01/2024;5;8;3;5;629576;3010;N;Y;2;Pedido incorreto;Y;N;DR45316;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Joao Pessoa;PB;602;9.8;8.9;6.1
8977;15/01/2024;21/01/2024;23/01/2024;6;1;6;5;429449;2588,6;N;Y;1;Produto danificado;Y;N;DR45311;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Teresina;PI;602;9.8;8.9;6.1
6791;16/01/2024;21/01/2024;21/01/2024;5;5;10;5;921805;1505;N;Y;2;Pedido incorreto;Y;Y;DR45315;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Belo Horizonte;MG;602;9.8;8.9;6.1
7065;22/01/2024;24/01/2024;24/01/2024;2;10;1;9;4163807;4816;N;Y;1;Pedido incorreto;Y;Y;DR45301;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP; Sao Paulo;SP;602;9.8;8.9;6.1
9261;03/01/2024;06/01/2024;06/01/2024;3;4;2;2;2502460;10788;N;Y;1;Pedido incorreto;Y;Y;DR45298;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Vitoria;ES;1798;22.6;22.8;7.6
2310;13/01/2024;19/01/2024;24/01/2024;6;2;4;2;296968;3010;N;Y;1;Pedido incorreto;Y;N;DR45295;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Ponta Grossa;PR;602;9.8;8.9;6.1
8168;25/01/2024;31/01/2024;05/02/2024;6;3;8;5;949969;2588,6;N;Y;1;Endereco errado;Y;N;DR45309;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP; Marilia;SP;602;9.8;8.9;6.1
5514;23/01/2024;30/01/2024;01/02/2024;7;5;1;4;496509;1505;N;Y;1;Cliente ausente;Y;Y;DR45322;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Recife;PE;602;9.8;8.9;6.1
7842;11/01/2024;14/01/2024;14/01/2024;3;2;1;1;4625047;4816;N;Y;1;Pedido incorreto;Y;Y;DR45294;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Vitoria;ES;602;9.8;8.9;6.1
2419;30/01/2024;02/02/2024;03/02/2024;3;2;10;8;2272826;3612;N;Y;1;Endereco errado;Y;Y;DR45300;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;Log Elite;Campinas;SP;Niteroi;RJ;602;9.8;8.9;6.1
1430;29/01/2024;02/02/2024;02/02/2024;4;7;1;6;379065;8990;N;Y;1;Pedido incorreto;Y;N;DR45314;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;RodaFirme Transportes;Manaus;AM;Cascavel;PR;1798;22.6;22.8;7.6
9795;06/01/2024;11/01/2024;11/01/2024;5;9;7;2;487425;2588,6;N;Y;1;Produto danificado;Y;N;DR45321;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Natal;RN;602;9.8;8.9;6.1
4153;18/01/2024;25/01/2024;25/01/2024;7;9;6;3;792857;1505;N;Y;1;Pedido incorreto;Y;Y;DR45317;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Santa Maria;RS;602;9.8;8.9;6.1
4549;29/01/2024;04/02/2024;04/02/2024;6;1;1;0;4013825;4816;Y;N;0;;N;Y;DR45303;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Santa Maria;RS;602;9.8;8.9;6.1
5723;29/01/2024;03/02/2024;03/02/2024;5;6;5;1;4588016;10788;N;Y;1;Produto danificado;Y;Y;DR45320;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Joao Pessoa;PB;1798;22.6;22.8;7.6
7480;29/01/2024;02/02/2024;02/02/2024;4;1;3;2;834782;8990;N;Y;1;Endereco errado;Y;N;DR90626;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;RodaFirme Transportes;Manaus;AM;Belem;PA;1798;22.6;22.8;7.6
4765;01/01/2024;06/01/2024;06/01/2024;5;1;6;5;297567;12826,9;N;Y;1;Endereco errado;Y;N;DR90598;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Cargas Bahia;Salvador;BA;Fortaleza;CE;2983;39.7;39.4;2.3
1042;17/01/2024;23/01/2024;26/01/2024;6;2;10;8;620758;4495;N;Y;1;Endereco errado;Y;Y;DR90592;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;RodaFirme Transportes;Manaus;AM;Belo Horizonte;MG;1798;22.6;22.8;7.6
5644;26/01/2024;30/01/2024;04/02/2024;4;10;1;9;3243696;4816;N;Y;1;Endereco errado;Y;Y;DR90586;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Londrina;PR;602;9.8;8.9;6.1
7216;17/01/2024;21/01/2024;21/01/2024;4;6;2;4;2660810;10788;N;Y;1;Pedido incorreto;Y;Y;DR90614;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Uberlandia;MG;1798;22.6;22.8;7.6
5500;19/01/2024;23/01/2024;23/01/2024;4;10;9;1;687568;3010;N;Y;1;Produto danificado;Y;N;DR90640;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Florianopolis;SC;602;9.8;8.9;6.1
1243;07/01/2024;11/01/2024;14/01/2024;4;8;8;0;932166;7731,4;N;Y;1;;N;N;DR90584;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;RodaFirme Transportes;Manaus;AM;Rio de Janeiro;RJ;1798;22.6;22.8;7.6
9863;02/01/2024;06/01/2024;06/01/2024;4;3;4;1;822604;7457,5;N;Y;1;Pedido incorreto;Y;Y;DR90596;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Cargas Bahia;Salvador;BA;Pelotas;RS;2983;39.7;39.4;2.3
7605;29/01/2024;31/01/2024;02/02/2024;2;9;3;6;4920488;4816;N;Y;2;Endereco errado;Y;Y;DR90624;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;ExpressCargo;Campinas;SP;Santos;SP;602;9.8;8.9;6.1
6740;21/01/2024;27/01/2024;01/02/2024;6;9;1;8;3877163;3612;N;Y;1;Pedido incorreto;Y;Y;DR90638;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;ExpressCargo;Campinas;SP;Juiz de Fora;MG;602;9.8;8.9;6.1
4375;19/01/2024;22/01/2024;22/01/2024;3;6;2;4;369261;3010;N;Y;1;Pedido incorreto;Y;N;DR90630;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Maceio;AL;602;9.8;8.9;6.1
9790;28/01/2024;02/02/2024;02/02/2024;5;10;5;5;710930;7731,4;N;Y;1;Pedido incorreto;Y;N;DR90602;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;RodaFirme Transportes;Manaus;AM;Teresina;PI;1798;22.6;22.8;7.6
1745;22/01/2024;28/01/2024;31/01/2024;6;1;4;3;452479;1505;N;Y;1;Pedido incorreto;Y;Y;DR90636;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Log Elite;Campinas;SP;Goiania;GO;602;9.8;8.9;6.1
8824;18/01/2024;25/01/2024;26/01/2024;7;3;1;2;4690240;4816;N;Y;1;Pedido incorreto;Y;Y;DR90610;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP;Ponta Grossa;PR;602;9.8;8.9;6.1
5365;09/01/2024;11/01/2024;11/01/2024;2;5;2;3;2802128;10788;N;Y;1;Pedido incorreto;Y;Y;DR90604;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Ponta Grossa;PR;1798;22.6;22.8;7.6
4056;24/01/2024;26/01/2024;26/01/2024;2;5;4;1;579374;3010;N;Y;1;Pedido incorreto;Y;N;DR90608;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Piracicaba;SP;602;9.8;8.9;6.1
9407;29/01/2024;04/02/2024;04/02/2024;6;4;3;1;368139;2588,6;N;Y;1;Produto danificado;Y;N;DR90594;VUC (Urbano de Carga);VUC;2;22;4;4,3;0.9;120;0.03;0.0015;60;0.003;220;Log Elite;Campinas;SP;Porto Alegre;RS;602;9.8;8.9;6.1
9482;26/01/2024;01/02/2024;01/02/2024;6;9;10;1;367382;7457,5;N;Y;1;Produto danificado;Y;Y;DR90628;Fiorino (Furgao Pequeno);Furgao;2;3;1;2,5;0.75;90;0.02;0.001;50;0.003;80;Cargas Bahia;Salvador;BA;Sao Luis;MA;2983;39.7;39.4;2.3
7233;17/01/2024;19/01/2024;19/01/2024;2;1;8;7;3546858;4816;N;Y;1;Pedido incorreto;Y;Y;DR90618;Carreta Bitrem;Carreta;9;110;57;8;3.2;350;0.08;0.003;120;0.004;300;Log Elite;Campinas;SP; Marilia;SP;602;9.8;8.9;6.1
6203;20/01/2024;24/01/2024;25/01/2024;4;4;5;1;2870878;10788;N;Y;1;Endereco errado;Y;Y;DR90626;Carreta 3 Eixos (LS);Carreta;3;90;30;6;1.8;280;0.07;0.0025;100;0.004;400;RodaFirme Transportes;Manaus;AM;Campo Grande;MS;1798;22.6;22.8;7.6
4217;15/01/2024;22/01/2024;25/01/2024;7;4;6;2;413802;3010;N;Y;1;Produto danificado;Y;N;DR90598;Truck (Toco 6x2);Toco;2;45;14;5;1.2;175;0.05;0.002;80;0.0045;250;Log Elite;Campinas;SP;Uberlandia;MG;602;9.8;8.9;6.1
